source,target
"[47, 37, 60, 45, 6, 18, 46, 25]","[25, 46, 18, 6, 45, 60, 37, 47]"
"[35, 57, 49, 30, 37, 20, 53, 22, 51]","[51, 22, 53, 20, 37, 30, 49, 57, 35]"
"[20, 43, 52, 45]","[45, 52, 43, 20]"
"[5, 49, 8, 9, 46]","[46, 9, 8, 49, 5]"
"[22, 24, 51, 4, 38, 49]","[49, 38, 4, 51, 24, 22]"
"[53, 43, 37, 48, 16, 48, 58]","[58, 48, 16, 48, 37, 43, 53]"
"[54, 27, 29, 46, 48, 9, 41, 44]","[44, 41, 9, 48, 46, 29, 27, 54]"
"[24, 58, 49, 26, 45, 5, 44, 30, 43]","[43, 30, 44, 5, 45, 26, 49, 58, 24]"
"[4, 12, 48, 36]","[36, 48, 12, 4]"
"[7, 24, 52, 30, 58]","[58, 30, 52, 24, 7]"
"[38, 44, 19, 48, 30, 34]","[34, 30, 48, 19, 44, 38]"
"[55, 38, 18, 54, 23, 35, 32]","[32, 35, 23, 54, 18, 38, 55]"
"[25, 20, 9, 46, 38, 32, 56, 47]","[47, 56, 32, 38, 46, 9, 20, 25]"
"[4, 31, 48, 29, 33, 13, 18, 27, 10]","[10, 27, 18, 13, 33, 29, 48, 31, 4]"
"[49, 18, 52, 27]","[27, 52, 18, 49]"
"[9, 43, 36, 51, 16]","[16, 51, 36, 43, 9]"
"[32, 27, 51, 28, 26, 13]","[13, 26, 28, 51, 27, 32]"
"[46, 45, 40, 35, 51, 14, 24]","[24, 14, 51, 35, 40, 45, 46]"
"[17, 56, 35, 50, 4, 43, 6, 18]","[18, 6, 43, 4, 50, 35, 56, 17]"
"[26, 47, 40, 55, 10, 10, 54, 33, 5]","[5, 33, 54, 10, 10, 55, 40, 47, 26]"
"[51, 35, 13, 10]","[10, 13, 35, 51]"
"[44, 4, 46, 42, 22]","[22, 42, 46, 4, 44]"
"[44, 29, 5, 24, 17, 49]","[49, 17, 24, 5, 29, 44]"
"[20, 14, 8, 18, 19, 31, 12]","[12, 31, 19, 18, 8, 14, 20]"
"[48, 5, 51, 51, 30, 10, 46, 16]","[16, 46, 10, 30, 51, 51, 5, 48]"
"[26, 6, 34, 16, 36, 10, 28, 34, 55]","[55, 34, 28, 10, 36, 16, 34, 6, 26]"
"[38, 10, 8, 41]","[41, 8, 10, 38]"
"[27, 49, 27, 18, 22]","[22, 18, 27, 49, 27]"
"[28, 15, 17, 29, 42, 52]","[52, 42, 29, 17, 15, 28]"
"[5, 14, 42, 24, 23, 60, 8]","[8, 60, 23, 24, 42, 14, 5]"
"[7, 56, 6, 26, 7, 14, 47, 12]","[12, 47, 14, 7, 26, 6, 56, 7]"
"[7, 41, 4, 50, 45, 22, 5, 28, 34]","[34, 28, 5, 22, 45, 50, 4, 41, 7]"
"[48, 49, 60, 50]","[50, 60, 49, 48]"
"[30, 6, 23, 5, 20]","[20, 5, 23, 6, 30]"
"[31, 41, 29, 44, 59, 20]","[20, 59, 44, 29, 41, 31]"
"[31, 15, 43, 25, 34, 30, 22]","[22, 30, 34, 25, 43, 15, 31]"
"[58, 21, 40, 56, 27, 33, 11, 20]","[20, 11, 33, 27, 56, 40, 21, 58]"
"[19, 8, 38, 4, 41, 39, 28, 33, 19]","[19, 33, 28, 39, 41, 4, 38, 8, 19]"
"[28, 34, 20, 48]","[48, 20, 34, 28]"
"[39, 60, 60, 45, 38]","[38, 45, 60, 60, 39]"
"[24, 25, 12, 44, 56, 29]","[29, 56, 44, 12, 25, 24]"
"[59, 52, 58, 44, 44, 7, 31]","[31, 7, 44, 44, 58, 52, 59]"
"[39, 58, 52, 50, 35, 59, 10, 49]","[49, 10, 59, 35, 50, 52, 58, 39]"
"[32, 52, 52, 37, 39, 14, 54, 47, 38]","[38, 47, 54, 14, 39, 37, 52, 52, 32]"
"[46, 46, 43, 37]","[37, 43, 46, 46]"
"[44, 40, 6, 41, 50]","[50, 41, 6, 40, 44]"
"[7, 36, 6, 38, 15, 51]","[51, 15, 38, 6, 36, 7]"
"[22, 10, 45, 27, 7, 59, 55]","[55, 59, 7, 27, 45, 10, 22]"
"[13, 15, 30, 49, 32, 31, 7, 18]","[18, 7, 31, 32, 49, 30, 15, 13]"
"[31, 27, 57, 10, 27, 50, 28, 40, 60]","[60, 40, 28, 50, 27, 10, 57, 27, 31]"
"[43, 18, 13, 13]","[13, 13, 18, 43]"
"[15, 35, 42, 24, 30]","[30, 24, 42, 35, 15]"
"[27, 52, 44, 16, 51, 6]","[6, 51, 16, 44, 52, 27]"
"[12, 16, 46, 4, 10, 9, 45]","[45, 9, 10, 4, 46, 16, 12]"
"[33, 35, 28, 40, 33, 17, 18, 60]","[60, 18, 17, 33, 40, 28, 35, 33]"
"[54, 42, 26, 45, 52, 60, 22, 10, 12]","[12, 10, 22, 60, 52, 45, 26, 42, 54]"
"[9, 37, 40, 43]","[43, 40, 37, 9]"
"[55, 56, 35, 44, 51]","[51, 44, 35, 56, 55]"
"[44, 27, 37, 29, 49, 36]","[36, 49, 29, 37, 27, 44]"
"[41, 21, 50, 11, 32, 10, 24]","[24, 10, 32, 11, 50, 21, 41]"
"[18, 7, 17, 4, 21, 52, 15, 34]","[34, 15, 52, 21, 4, 17, 7, 18]"
"[44, 19, 37, 41, 36, 46, 28, 59, 14]","[14, 59, 28, 46, 36, 41, 37, 19, 44]"
"[39, 24, 22, 60]","[60, 22, 24, 39]"
"[49, 8, 50, 19, 10]","[10, 19, 50, 8, 49]"
"[5, 19, 48, 43, 42, 40]","[40, 42, 43, 48, 19, 5]"
"[55, 30, 22, 41, 41, 29, 52]","[52, 29, 41, 41, 22, 30, 55]"
"[46, 4, 25, 12, 38, 54, 42, 59]","[59, 42, 54, 38, 12, 25, 4, 46]"
"[19, 7, 48, 26, 57, 40, 31, 26, 39]","[39, 26, 31, 40, 57, 26, 48, 7, 19]"
"[7, 7, 8, 16]","[16, 8, 7, 7]"
"[28, 27, 50, 56, 53]","[53, 56, 50, 27, 28]"
"[34, 56, 4, 28, 32, 45]","[45, 32, 28, 4, 56, 34]"
"[23, 48, 50, 56, 58, 9, 36]","[36, 9, 58, 56, 50, 48, 23]"
"[44, 14, 55, 17, 52, 49, 38, 53]","[53, 38, 49, 52, 17, 55, 14, 44]"
"[9, 4, 12, 22, 54, 44, 48, 40, 17]","[17, 40, 48, 44, 54, 22, 12, 4, 9]"
"[11, 12, 31, 33]","[33, 31, 12, 11]"
"[21, 55, 4, 30, 8]","[8, 30, 4, 55, 21]"
"[45, 43, 16, 30, 15, 18]","[18, 15, 30, 16, 43, 45]"
"[33, 60, 44, 13, 17, 36, 20]","[20, 36, 17, 13, 44, 60, 33]"
"[54, 9, 7, 36, 26, 29, 30, 42]","[42, 30, 29, 26, 36, 7, 9, 54]"
"[42, 47, 13, 26, 22, 6, 53, 58, 54]","[54, 58, 53, 6, 22, 26, 13, 47, 42]"
"[28, 55, 50, 27]","[27, 50, 55, 28]"
"[26, 11, 41, 42, 42]","[42, 42, 41, 11, 26]"
"[22, 10, 17, 52, 43, 59]","[59, 43, 52, 17, 10, 22]"
"[11, 20, 56, 50, 18, 48, 53]","[53, 48, 18, 50, 56, 20, 11]"
"[21, 17, 29, 60, 14, 31, 42, 11]","[11, 42, 31, 14, 60, 29, 17, 21]"
"[13, 41, 19, 14, 14, 21, 4, 7, 45]","[45, 7, 4, 21, 14, 14, 19, 41, 13]"
"[43, 13, 27, 28]","[28, 27, 13, 43]"
"[38, 54, 51, 18, 60]","[60, 18, 51, 54, 38]"
"[21, 8, 42, 27, 31, 34]","[34, 31, 27, 42, 8, 21]"
"[31, 6, 24, 51, 44, 12, 30]","[30, 12, 44, 51, 24, 6, 31]"
"[51, 21, 32, 38, 52, 28, 34, 31]","[31, 34, 28, 52, 38, 32, 21, 51]"
"[55, 45, 17, 27, 8, 31, 30, 21, 13]","[13, 21, 30, 31, 8, 27, 17, 45, 55]"
"[14, 30, 44, 50]","[50, 44, 30, 14]"
"[50, 60, 8, 14, 17]","[17, 14, 8, 60, 50]"
"[37, 60, 55, 50, 58, 36]","[36, 58, 50, 55, 60, 37]"
"[37, 8, 9, 9, 54, 26, 14]","[14, 26, 54, 9, 9, 8, 37]"
"[37, 31, 9, 5, 42, 27, 8, 49]","[49, 8, 27, 42, 5, 9, 31, 37]"
"[43, 57, 54, 42, 56, 14, 30, 5, 49]","[49, 5, 30, 14, 56, 42, 54, 57, 43]"
"[25, 8, 58, 26]","[26, 58, 8, 25]"
"[42, 27, 6, 23, 5]","[5, 23, 6, 27, 42]"
"[40, 18, 31, 57, 50, 48]","[48, 50, 57, 31, 18, 40]"
"[37, 8, 50, 9, 34, 35, 33]","[33, 35, 34, 9, 50, 8, 37]"
"[49, 23, 13, 15, 15, 39, 39, 40]","[40, 39, 39, 15, 15, 13, 23, 49]"
"[30, 32, 18, 52, 22, 9, 38, 42, 28]","[28, 42, 38, 9, 22, 52, 18, 32, 30]"
"[8, 15, 58, 15]","[15, 58, 15, 8]"
"[58, 43, 33, 5, 32]","[32, 5, 33, 43, 58]"
"[6, 53, 26, 49, 18, 46]","[46, 18, 49, 26, 53, 6]"
"[15, 17, 51, 33, 31, 52, 50]","[50, 52, 31, 33, 51, 17, 15]"
"[44, 11, 20, 24, 41, 40, 26, 38]","[38, 26, 40, 41, 24, 20, 11, 44]"
"[29, 57, 58, 32, 28, 45, 25, 16, 25]","[25, 16, 25, 45, 28, 32, 58, 57, 29]"
"[46, 39, 39, 9]","[9, 39, 39, 46]"
"[37, 44, 54, 9, 16]","[16, 9, 54, 44, 37]"
"[56, 11, 47, 35, 49, 12]","[12, 49, 35, 47, 11, 56]"
"[5, 55, 39, 47, 44, 46, 41]","[41, 46, 44, 47, 39, 55, 5]"
"[59, 29, 38, 26, 26, 11, 16, 35]","[35, 16, 11, 26, 26, 38, 29, 59]"
"[44, 9, 22, 21, 43, 49, 28, 12, 30]","[30, 12, 28, 49, 43, 21, 22, 9, 44]"
"[24, 49, 42, 22]","[22, 42, 49, 24]"
"[55, 27, 17, 44, 33]","[33, 44, 17, 27, 55]"
"[31, 14, 34, 30, 11, 52]","[52, 11, 30, 34, 14, 31]"
"[19, 18, 35, 7, 50, 36, 9]","[9, 36, 50, 7, 35, 18, 19]"
"[46, 21, 14, 19, 11, 5, 44, 29]","[29, 44, 5, 11, 19, 14, 21, 46]"
"[19, 17, 37, 27, 56, 8, 14, 21, 8]","[8, 21, 14, 8, 56, 27, 37, 17, 19]"
"[38, 59, 36, 34]","[34, 36, 59, 38]"
"[19, 43, 49, 35, 56]","[56, 35, 49, 43, 19]"
"[14, 50, 35, 60, 20, 22]","[22, 20, 60, 35, 50, 14]"
"[45, 42, 19, 52, 13, 55, 43]","[43, 55, 13, 52, 19, 42, 45]"
"[25, 22, 38, 23, 21, 53, 60, 10]","[10, 60, 53, 21, 23, 38, 22, 25]"
"[33, 15, 59, 18, 33, 43, 6, 59, 30]","[30, 59, 6, 43, 33, 18, 59, 15, 33]"
"[57, 44, 20, 26]","[26, 20, 44, 57]"
"[18, 15, 37, 13, 7]","[7, 13, 37, 15, 18]"
"[58, 58, 14, 13, 52, 52]","[52, 52, 13, 14, 58, 58]"
"[9, 45, 45, 7, 27, 6, 14]","[14, 6, 27, 7, 45, 45, 9]"
"[43, 29, 9, 48, 54, 24, 55, 60]","[60, 55, 24, 54, 48, 9, 29, 43]"
"[16, 8, 35, 24, 39, 50, 9, 45, 53]","[53, 45, 9, 50, 39, 24, 35, 8, 16]"
"[16, 40, 8, 20]","[20, 8, 40, 16]"
"[38, 20, 46, 16, 58]","[58, 16, 46, 20, 38]"
"[10, 20, 24, 21, 47, 19]","[19, 47, 21, 24, 20, 10]"
"[21, 44, 59, 55, 44, 40, 43]","[43, 40, 44, 55, 59, 44, 21]"
"[40, 8, 28, 38, 51, 22, 24, 23]","[23, 24, 22, 51, 38, 28, 8, 40]"
"[25, 27, 40, 37, 6, 44, 33, 16, 15]","[15, 16, 33, 44, 6, 37, 40, 27, 25]"
"[40, 21, 33, 42]","[42, 33, 21, 40]"
"[53, 33, 10, 54, 26]","[26, 54, 10, 33, 53]"
"[41, 44, 31, 6, 32, 42]","[42, 32, 6, 31, 44, 41]"
"[43, 8, 5, 58, 12, 38, 58]","[58, 38, 12, 58, 5, 8, 43]"
"[37, 36, 44, 58, 27, 36, 6, 50]","[50, 6, 36, 27, 58, 44, 36, 37]"
"[36, 10, 8, 52, 60, 26, 46, 54, 6]","[6, 54, 46, 26, 60, 52, 8, 10, 36]"
"[37, 7, 11, 11]","[11, 11, 7, 37]"
"[59, 46, 50, 58, 9]","[9, 58, 50, 46, 59]"
"[21, 4, 19, 11, 55, 33]","[33, 55, 11, 19, 4, 21]"
"[54, 5, 26, 33, 5, 52, 32]","[32, 52, 5, 33, 26, 5, 54]"
"[50, 35, 60, 26, 49, 52, 28, 53]","[53, 28, 52, 49, 26, 60, 35, 50]"
"[41, 14, 39, 16, 52, 60, 23, 55, 23]","[23, 55, 23, 60, 52, 16, 39, 14, 41]"
"[48, 43, 31, 13]","[13, 31, 43, 48]"
"[7, 47, 50, 35, 56]","[56, 35, 50, 47, 7]"
"[51, 41, 59, 22, 39, 53]","[53, 39, 22, 59, 41, 51]"
"[59, 22, 25, 25, 42, 57, 54]","[54, 57, 42, 25, 25, 22, 59]"
"[42, 50, 34, 44, 35, 32, 12, 19]","[19, 12, 32, 35, 44, 34, 50, 42]"
"[9, 58, 41, 20, 13, 20, 14, 51, 14]","[14, 51, 14, 20, 13, 20, 41, 58, 9]"
"[25, 31, 26, 34]","[34, 26, 31, 25]"
"[48, 36, 49, 34, 51]","[51, 34, 49, 36, 48]"
"[56, 22, 33, 12, 44, 51]","[51, 44, 12, 33, 22, 56]"
"[7, 28, 31, 18, 11, 25, 7]","[7, 25, 11, 18, 31, 28, 7]"
"[51, 20, 38, 7, 52, 9, 55, 18]","[18, 55, 9, 52, 7, 38, 20, 51]"
"[27, 18, 29, 13, 12, 27, 15, 15, 17]","[17, 15, 15, 27, 12, 13, 29, 18, 27]"
"[31, 23, 19, 7]","[7, 19, 23, 31]"
"[59, 44, 25, 31, 9]","[9, 31, 25, 44, 59]"
"[8, 43, 9, 14, 24, 28]","[28, 24, 14, 9, 43, 8]"
"[18, 10, 34, 18, 17, 35, 36]","[36, 35, 17, 18, 34, 10, 18]"
"[24, 57, 6, 11, 57, 6, 24, 31]","[31, 24, 6, 57, 11, 6, 57, 24]"
"[47, 54, 57, 51, 20, 9, 49, 17, 42]","[42, 17, 49, 9, 20, 51, 57, 54, 47]"
"[11, 6, 11, 44]","[44, 11, 6, 11]"
"[35, 34, 45, 47, 8]","[8, 47, 45, 34, 35]"
"[30, 28, 13, 50, 51, 55]","[55, 51, 50, 13, 28, 30]"
"[29, 22, 22, 21, 59, 10, 43]","[43, 10, 59, 21, 22, 22, 29]"
"[42, 33, 39, 5, 5, 43, 60, 7]","[7, 60, 43, 5, 5, 39, 33, 42]"
"[56, 10, 44, 43, 22, 27, 52, 35, 43]","[43, 35, 52, 27, 22, 43, 44, 10, 56]"
"[47, 56, 27, 33]","[33, 27, 56, 47]"
"[33, 4, 34, 27, 11]","[11, 27, 34, 4, 33]"
"[43, 29, 25, 57, 57, 60]","[60, 57, 57, 25, 29, 43]"
"[46, 27, 18, 30, 6, 34, 34]","[34, 34, 6, 30, 18, 27, 46]"
"[57, 8, 49, 15, 29, 8, 21, 25]","[25, 21, 8, 29, 15, 49, 8, 57]"
"[8, 21, 40, 55, 38, 20, 44, 56, 28]","[28, 56, 44, 20, 38, 55, 40, 21, 8]"
"[58, 39, 59, 20]","[20, 59, 39, 58]"
"[27, 27, 9, 15, 8]","[8, 15, 9, 27, 27]"
"[34, 19, 11, 16, 35, 52]","[52, 35, 16, 11, 19, 34]"
"[50, 49, 60, 16, 38, 28, 10]","[10, 28, 38, 16, 60, 49, 50]"
"[22, 41, 41, 5, 51, 37, 28, 31]","[31, 28, 37, 51, 5, 41, 41, 22]"
"[48, 21, 7, 51, 30, 16, 55, 56, 26]","[26, 56, 55, 16, 30, 51, 7, 21, 48]"
"[50, 50, 46, 6]","[6, 46, 50, 50]"
"[5, 6, 11, 23, 30]","[30, 23, 11, 6, 5]"
"[50, 53, 60, 48, 45, 13]","[13, 45, 48, 60, 53, 50]"
"[56, 57, 44, 38, 49, 60, 24]","[24, 60, 49, 38, 44, 57, 56]"
"[42, 15, 25, 25, 4, 42, 13, 19]","[19, 13, 42, 4, 25, 25, 15, 42]"
"[56, 18, 13, 21, 33, 44, 20, 41, 27]","[27, 41, 20, 44, 33, 21, 13, 18, 56]"
"[19, 38, 20, 15]","[15, 20, 38, 19]"
"[44, 40, 58, 42, 53]","[53, 42, 58, 40, 44]"
"[9, 52, 17, 24, 52, 57]","[57, 52, 24, 17, 52, 9]"
"[49, 43, 6, 29, 42, 16, 23]","[23, 16, 42, 29, 6, 43, 49]"
"[36, 11, 38, 26, 42, 17, 13, 48]","[48, 13, 17, 42, 26, 38, 11, 36]"
"[59, 50, 60, 24, 37, 43, 30, 15, 57]","[57, 15, 30, 43, 37, 24, 60, 50, 59]"
"[30, 16, 33, 29]","[29, 33, 16, 30]"
"[8, 46, 27, 51, 6]","[6, 51, 27, 46, 8]"
"[13, 49, 57, 51, 12, 24]","[24, 12, 51, 57, 49, 13]"
"[57, 14, 17, 38, 46, 24, 18]","[18, 24, 46, 38, 17, 14, 57]"
"[34, 14, 37, 59, 33, 40, 51, 48]","[48, 51, 40, 33, 59, 37, 14, 34]"
"[48, 4, 43, 32, 8, 19, 5, 47, 59]","[59, 47, 5, 19, 8, 32, 43, 4, 48]"
"[33, 4, 29, 4]","[4, 29, 4, 33]"
"[18, 48, 52, 43, 38]","[38, 43, 52, 48, 18]"
"[35, 31, 49, 21, 13, 22]","[22, 13, 21, 49, 31, 35]"
"[19, 35, 12, 5, 11, 26, 51]","[51, 26, 11, 5, 12, 35, 19]"
"[47, 47, 30, 57, 60, 23, 22, 7]","[7, 22, 23, 60, 57, 30, 47, 47]"
"[56, 37, 22, 12, 17, 38, 38, 11, 10]","[10, 11, 38, 38, 17, 12, 22, 37, 56]"
"[26, 28, 37, 47]","[47, 37, 28, 26]"
"[48, 41, 51, 34, 27]","[27, 34, 51, 41, 48]"
"[55, 22, 21, 12, 4, 13]","[13, 4, 12, 21, 22, 55]"
"[51, 48, 50, 32, 35, 38, 13]","[13, 38, 35, 32, 50, 48, 51]"
"[22, 51, 26, 51, 55, 53, 10, 45]","[45, 10, 53, 55, 51, 26, 51, 22]"
"[17, 49, 20, 13, 9, 53, 14, 19, 9]","[9, 19, 14, 53, 9, 13, 20, 49, 17]"
"[30, 6, 51, 44]","[44, 51, 6, 30]"
"[42, 43, 5, 13, 57]","[57, 13, 5, 43, 42]"
"[22, 46, 56, 26, 8, 30]","[30, 8, 26, 56, 46, 22]"
"[37, 49, 48, 39, 42, 53, 27]","[27, 53, 42, 39, 48, 49, 37]"
"[17, 53, 6, 55, 8, 56, 12, 35]","[35, 12, 56, 8, 55, 6, 53, 17]"
"[6, 14, 15, 21, 18, 23, 17, 7, 33]","[33, 7, 17, 23, 18, 21, 15, 14, 6]"
"[35, 50, 20, 8]","[8, 20, 50, 35]"
"[40, 6, 45, 9, 44]","[44, 9, 45, 6, 40]"
"[44, 48, 6, 18, 47, 11]","[11, 47, 18, 6, 48, 44]"
"[58, 54, 19, 47, 52, 31, 14]","[14, 31, 52, 47, 19, 54, 58]"
"[50, 33, 29, 51, 6, 22, 42, 6]","[6, 42, 22, 6, 51, 29, 33, 50]"
"[29, 52, 12, 33, 43, 59, 49, 59, 10]","[10, 59, 49, 59, 43, 33, 12, 52, 29]"
"[4, 43, 23, 33]","[33, 23, 43, 4]"
"[52, 39, 35, 42, 9]","[9, 42, 35, 39, 52]"
"[48, 45, 14, 34, 51, 30]","[30, 51, 34, 14, 45, 48]"
"[13, 38, 15, 46, 44, 31, 16]","[16, 31, 44, 46, 15, 38, 13]"
"[42, 54, 12, 23, 6, 41, 18, 18]","[18, 18, 41, 6, 23, 12, 54, 42]"
"[45, 43, 25, 10, 11, 11, 14, 57, 49]","[49, 57, 14, 11, 11, 10, 25, 43, 45]"
"[49, 58, 38, 35]","[35, 38, 58, 49]"
"[18, 42, 10, 51, 27]","[27, 51, 10, 42, 18]"
"[43, 35, 9, 59, 33, 20]","[20, 33, 59, 9, 35, 43]"
"[51, 9, 60, 5, 18, 25, 60]","[60, 25, 18, 5, 60, 9, 51]"
"[14, 13, 23, 60, 33, 44, 54, 38]","[38, 54, 44, 33, 60, 23, 13, 14]"
"[27, 54, 11, 49, 5, 43, 53, 59, 22]","[22, 59, 53, 43, 5, 49, 11, 54, 27]"
"[55, 31, 37, 16]","[16, 37, 31, 55]"
"[31, 59, 59, 14, 23]","[23, 14, 59, 59, 31]"
"[29, 21, 22, 22, 31, 18]","[18, 31, 22, 22, 21, 29]"
"[45, 58, 30, 45, 28, 10, 49]","[49, 10, 28, 45, 30, 58, 45]"
"[48, 49, 10, 50, 55, 52, 42, 32]","[32, 42, 52, 55, 50, 10, 49, 48]"
"[41, 4, 51, 6, 39, 55, 58, 60, 32]","[32, 60, 58, 55, 39, 6, 51, 4, 41]"
"[26, 51, 8, 57]","[57, 8, 51, 26]"
"[60, 54, 17, 21, 25]","[25, 21, 17, 54, 60]"
"[44, 19, 31, 54, 48, 59]","[59, 48, 54, 31, 19, 44]"
"[55, 7, 8, 8, 22, 30, 57]","[57, 30, 22, 8, 8, 7, 55]"
"[9, 49, 45, 34, 50, 6, 6, 50]","[50, 6, 6, 50, 34, 45, 49, 9]"
"[60, 50, 48, 7, 56, 49, 40, 40, 30]","[30, 40, 40, 49, 56, 7, 48, 50, 60]"
"[48, 25, 40, 28]","[28, 40, 25, 48]"
"[42, 24, 10, 27, 15]","[15, 27, 10, 24, 42]"
"[45, 14, 24, 42, 17, 27]","[27, 17, 42, 24, 14, 45]"
"[52, 8, 59, 43, 41, 35, 53]","[53, 35, 41, 43, 59, 8, 52]"
"[47, 13, 47, 27, 23, 54, 39, 33]","[33, 39, 54, 23, 27, 47, 13, 47]"
"[54, 43, 27, 12, 16, 4, 26, 28, 35]","[35, 28, 26, 4, 16, 12, 27, 43, 54]"
"[51, 11, 13, 48]","[48, 13, 11, 51]"
"[34, 47, 7, 58, 26]","[26, 58, 7, 47, 34]"
"[51, 50, 35, 57, 42, 22]","[22, 42, 57, 35, 50, 51]"
"[19, 23, 52, 52, 25, 35, 15]","[15, 35, 25, 52, 52, 23, 19]"
"[15, 10, 6, 28, 41, 41, 33, 21]","[21, 33, 41, 41, 28, 6, 10, 15]"
"[12, 6, 48, 18, 58, 45, 34, 39, 37]","[37, 39, 34, 45, 58, 18, 48, 6, 12]"
"[9, 50, 57, 17]","[17, 57, 50, 9]"
"[18, 18, 44, 8, 42]","[42, 8, 44, 18, 18]"
"[23, 19, 15, 50, 55, 49]","[49, 55, 50, 15, 19, 23]"
"[27, 30, 7, 21, 23, 44, 41]","[41, 44, 23, 21, 7, 30, 27]"
"[33, 25, 44, 5, 16, 18, 6, 17]","[17, 6, 18, 16, 5, 44, 25, 33]"
"[55, 26, 37, 46, 45, 24, 29, 57, 45]","[45, 57, 29, 24, 45, 46, 37, 26, 55]"
"[49, 49, 11, 15]","[15, 11, 49, 49]"
"[60, 18, 40, 52, 47]","[47, 52, 40, 18, 60]"
"[49, 50, 17, 39, 8, 60]","[60, 8, 39, 17, 50, 49]"
"[53, 58, 34, 56, 34, 11, 34]","[34, 11, 34, 56, 34, 58, 53]"
"[22, 40, 43, 56, 42, 34, 26, 17]","[17, 26, 34, 42, 56, 43, 40, 22]"
"[40, 49, 36, 54, 17, 36, 30, 40, 54]","[54, 40, 30, 36, 17, 54, 36, 49, 40]"
"[12, 30, 5, 30]","[30, 5, 30, 12]"
"[28, 48, 43, 40, 43]","[43, 40, 43, 48, 28]"
"[60, 48, 7, 60, 37, 40]","[40, 37, 60, 7, 48, 60]"
"[20, 58, 45, 19, 45, 12, 20]","[20, 12, 45, 19, 45, 58, 20]"
"[8, 23, 14, 9, 37, 54, 33, 50]","[50, 33, 54, 37, 9, 14, 23, 8]"
"[43, 57, 17, 6, 58, 17, 48, 35, 41]","[41, 35, 48, 17, 58, 6, 17, 57, 43]"
"[37, 17, 26, 50]","[50, 26, 17, 37]"
"[54, 15, 53, 17, 10]","[10, 17, 53, 15, 54]"
"[36, 27, 55, 56, 9, 41]","[41, 9, 56, 55, 27, 36]"
"[10, 52, 20, 20, 27, 26, 29]","[29, 26, 27, 20, 20, 52, 10]"
"[32, 38, 24, 49, 60, 30, 16, 18]","[18, 16, 30, 60, 49, 24, 38, 32]"
"[44, 46, 37, 40, 36, 19, 17, 34, 53]","[53, 34, 17, 19, 36, 40, 37, 46, 44]"
"[7, 53, 15, 43]","[43, 15, 53, 7]"
"[22, 26, 44, 46, 51]","[51, 46, 44, 26, 22]"
"[58, 57, 57, 29, 35, 37]","[37, 35, 29, 57, 57, 58]"
"[41, 26, 23, 44, 26, 50, 41]","[41, 50, 26, 44, 23, 26, 41]"
"[21, 33, 17, 14, 35, 30, 14, 43]","[43, 14, 30, 35, 14, 17, 33, 21]"
"[41, 49, 21, 34, 17, 4, 27, 29, 11]","[11, 29, 27, 4, 17, 34, 21, 49, 41]"
"[17, 51, 52, 36]","[36, 52, 51, 17]"
"[29, 18, 59, 56, 10]","[10, 56, 59, 18, 29]"
"[20, 41, 27, 43, 4, 47]","[47, 4, 43, 27, 41, 20]"
"[28, 52, 12, 12, 43, 54, 47]","[47, 54, 43, 12, 12, 52, 28]"
"[17, 30, 53, 35, 21, 60, 23, 16]","[16, 23, 60, 21, 35, 53, 30, 17]"
"[38, 8, 48, 24, 41, 39, 25, 44, 56]","[56, 44, 25, 39, 41, 24, 48, 8, 38]"
"[8, 23, 41, 16]","[16, 41, 23, 8]"
"[16, 59, 46, 38, 24]","[24, 38, 46, 59, 16]"
"[54, 10, 19, 30, 20, 39]","[39, 20, 30, 19, 10, 54]"
"[50, 13, 40, 46, 21, 38, 45]","[45, 38, 21, 46, 40, 13, 50]"
"[12, 32, 36, 12, 39, 7, 40, 55]","[55, 40, 7, 39, 12, 36, 32, 12]"
"[27, 33, 46, 8, 53, 43, 17, 46, 36]","[36, 46, 17, 43, 53, 8, 46, 33, 27]"
"[57, 25, 36, 55]","[55, 36, 25, 57]"
"[26, 17, 17, 47, 35]","[35, 47, 17, 17, 26]"
"[23, 10, 7, 41, 60, 28]","[28, 60, 41, 7, 10, 23]"
"[15, 52, 9, 50, 44, 52, 21]","[21, 52, 44, 50, 9, 52, 15]"
"[54, 55, 53, 35, 50, 38, 18, 39]","[39, 18, 38, 50, 35, 53, 55, 54]"
"[26, 8, 20, 50, 35, 17, 36, 52, 13]","[13, 52, 36, 17, 35, 50, 20, 8, 26]"
"[45, 6, 39, 50]","[50, 39, 6, 45]"
"[32, 33, 35, 20, 18]","[18, 20, 35, 33, 32]"
"[28, 25, 15, 51, 38, 50]","[50, 38, 51, 15, 25, 28]"
"[43, 14, 56, 30, 21, 25, 36]","[36, 25, 21, 30, 56, 14, 43]"
"[39, 28, 7, 50, 18, 37, 28, 57]","[57, 28, 37, 18, 50, 7, 28, 39]"
"[35, 14, 38, 13, 33, 42, 31, 23, 47]","[47, 23, 31, 42, 33, 13, 38, 14, 35]"
"[38, 54, 24, 53]","[53, 24, 54, 38]"
"[34, 54, 27, 14, 55]","[55, 14, 27, 54, 34]"
"[10, 17, 15, 59, 34, 14]","[14, 34, 59, 15, 17, 10]"
"[43, 7, 19, 37, 43, 14, 38]","[38, 14, 43, 37, 19, 7, 43]"
"[7, 30, 25, 9, 23, 12, 38, 28]","[28, 38, 12, 23, 9, 25, 30, 7]"
